,purebred,age_upon_intake,sterilized_upon_intake,time_at_shelter,age_upon_outcome,sterilized_upon_outcome,is_dog,is_male,breed1_ec,breed2_ec,col1_ec,col2_ec,in_type_ec,in_cond_ec,out_type_ec
0,False,2,False,4,2.0,True,True,True,0,0,0,0,0,0,0
1,False,2,False,23,2.0,True,True,True,0,0,0,0,1,0,1
2,False,0,False,2,0.0,False,True,False,1,1,0,0,0,0,2
3,False,7,True,0,7.0,True,True,False,2,2,1,1,0,0,0
4,False,0,False,2,0.0,True,True,False,3,0,2,0,1,0,1
5,False,1,False,10,1.0,True,False,False,4,0,3,0,0,0,1
6,False,6,True,0,6.0,True,True,True,1,0,2,0,0,0,0
7,False,1,False,30,1.0,True,True,True,1,0,4,2,0,0,1
8,False,6,True,14,6.0,True,False,False,5,0,2,0,1,0,0
9,False,2,True,1,2.0,True,True,False,6,0,5,3,0,0,0
10,False,2,False,11,2.0,True,True,False,3,0,1,3,2,0,0
11,False,1,False,6,1.0,True,True,False,7,0,5,3,0,0,1
12,True,7,True,0,7.0,True,True,False,8,0,1,3,0,0,0
13,False,5,False,5,5.0,True,True,False,9,0,1,0,0,0,3
14,False,0,True,9,0.0,True,False,True,4,0,5,0,2,0,3
15,False,7,True,0,7.0,True,True,True,10,0,5,0,1,1,0
16,False,3,False,140,4.0,True,True,True,11,0,1,3,0,2,1
17,False,2,False,5,2.0,True,True,True,12,0,2,0,0,0,1
18,False,3,False,297,4.0,True,True,False,13,0,1,3,0,0,1
19,False,5,False,0,5.0,False,True,False,3,0,1,3,0,2,4
20,False,2,False,1,2.0,False,True,True,14,0,5,3,0,0,0
21,False,3,True,4,3.0,True,True,False,11,0,1,0,0,0,0
22,False,5,True,4,5.0,True,True,True,1,3,1,3,0,0,0
23,False,0,True,3,0.0,True,False,False,15,0,5,2,1,0,1
24,False,12,True,0,12.0,True,True,False,12,0,5,3,0,0,0
25,False,0,False,5,1.0,False,True,True,1,4,2,0,0,1,3
26,True,2,False,4,2.0,True,True,False,2,0,5,3,0,0,1
27,False,3,False,0,3.0,False,False,True,4,0,4,0,0,2,4
28,False,5,False,4,5.0,True,True,True,3,0,5,4,0,0,1
29,False,2,True,9,2.0,True,True,False,2,0,3,0,1,0,1
30,False,0,False,2,0.0,True,True,False,16,5,5,3,0,0,0
31,False,0,True,0,0.0,True,True,True,17,6,5,2,1,0,1
32,True,4,True,7,4.0,True,True,False,12,0,5,3,0,2,0
33,False,1,False,2,2.0,True,True,True,18,0,4,2,0,0,0
34,False,1,False,0,1.0,False,False,True,4,0,5,2,0,0,3
35,False,5,True,0,5.0,True,True,True,6,7,5,2,0,0,0
36,False,0,True,35,0.0,True,True,True,17,1,5,2,1,0,1
37,False,1,True,2,1.0,True,True,True,3,0,2,0,1,0,1
38,False,1,False,25,1.0,True,True,True,1,8,2,0,0,0,0
39,False,0,False,4,0.0,True,True,True,12,0,5,3,0,0,0
40,False,1,False,10,1.0,True,True,True,19,3,1,3,0,0,1
41,False,0,False,14,0.0,True,True,True,2,0,1,4,0,0,1
42,False,1,False,5,1.0,False,True,True,1,0,1,3,0,0,0
43,False,5,True,0,5.0,True,True,True,16,0,1,3,0,0,0
44,True,6,False,42,6.0,True,True,True,12,0,5,3,0,0,3
45,False,3,False,4,3.0,True,True,True,9,0,1,0,0,0,1
46,False,1,False,0,1.0,False,True,True,1,0,1,3,1,1,3
47,False,1,True,19,1.0,True,True,False,1,0,4,2,1,0,3
48,False,11,False,2,11.0,True,True,False,3,0,2,0,0,0,0
49,False,8,True,5,8.0,True,False,True,4,0,0,0,2,0,0
50,False,0,False,19,0.0,True,True,True,12,0,5,0,0,0,1
51,False,1,False,0,1.0,False,False,False,4,0,3,0,0,1,4
52,False,15,False,0,15.0,False,True,True,20,0,4,5,0,3,0
53,False,13,True,3,13.0,True,True,True,21,0,5,2,0,0,0
54,False,1,False,5,1.0,True,True,False,3,0,1,1,0,0,1
55,False,2,False,24,2.0,True,True,False,3,0,5,2,0,0,1
56,False,0,True,11,0.0,True,True,True,17,0,3,0,2,0,0
57,False,0,False,2,1.0,True,True,True,10,0,6,0,0,0,0
58,False,2,True,7,2.0,True,True,False,1,0,4,2,0,0,1
59,False,2,False,6,2.0,True,True,True,22,0,5,3,0,0,1
60,False,2,False,42,2.0,True,True,True,21,0,1,3,0,0,1
61,False,3,False,1,4.0,False,True,True,23,0,2,0,0,0,0
62,False,17,True,2,17.0,True,True,False,6,0,5,2,0,3,0
63,False,1,False,33,0.0,True,False,False,4,0,2,0,0,0,1
64,False,0,False,5,0.0,False,True,False,6,0,1,3,0,2,3
65,False,14,True,3,14.0,True,True,False,24,0,2,0,0,0,0
66,False,2,False,6,2.0,True,True,True,1,0,4,2,0,0,0
67,False,0,False,7,0.0,True,False,True,4,0,6,0,0,0,1
68,False,1,False,10,1.0,True,True,True,25,0,2,0,2,0,0
69,False,2,False,9,2.0,True,True,False,6,0,1,3,0,0,1
70,False,12,False,9,13.0,True,True,False,26,0,4,0,0,3,0
71,False,3,True,77,3.0,True,True,True,6,0,1,3,0,0,1
72,False,7,True,1,7.0,True,True,False,17,0,3,0,0,0,0
73,False,12,False,170,12.0,False,True,False,27,0,5,0,0,0,4
74,False,6,False,4,6.0,True,True,True,3,0,1,3,0,0,0
75,False,3,False,17,3.0,True,True,True,28,9,5,0,0,0,1
76,False,1,False,10,1.0,True,True,False,1,0,4,0,2,0,1
77,True,1,False,7,1.0,True,False,False,29,0,3,0,0,0,1
78,False,0,False,5,0.0,True,True,True,24,0,4,3,0,0,1
79,False,12,True,0,12.0,True,True,True,1,0,5,3,0,0,0
80,False,6,True,4,6.0,True,False,False,4,0,3,0,0,0,1
81,False,4,True,3,4.0,True,False,True,4,0,4,0,0,1,4
82,False,5,True,1,5.0,True,True,True,12,0,5,3,0,0,0
83,False,2,True,2,2.0,True,True,True,1,0,4,2,0,0,0
84,False,0,False,0,0.0,False,True,True,3,0,2,0,0,0,0
85,False,11,True,0,11.0,True,True,False,6,0,5,0,0,3,0
86,False,0,False,5,0.0,True,True,True,6,0,5,0,0,0,1
87,False,2,False,5,2.0,True,True,True,24,0,5,1,0,0,1
88,False,0,True,6,0.0,True,True,True,6,0,2,0,0,0,0
89,False,8,True,27,8.0,True,True,False,17,0,2,0,0,0,1
90,False,4,True,18,4.0,True,False,False,4,0,3,0,1,0,3
91,False,5,True,1,5.0,True,True,True,30,0,5,3,0,0,0
92,False,0,True,1,0.0,True,True,False,6,0,5,2,0,0,0
93,False,2,True,28,2.0,True,True,True,1,0,1,3,1,0,1
94,False,12,True,0,12.0,True,True,True,6,0,2,0,0,3,0
95,False,1,False,5,1.0,True,True,True,3,0,2,0,0,0,1
96,False,4,True,10,4.0,True,True,True,6,0,5,0,2,0,0
97,False,3,True,10,3.0,True,True,True,10,0,1,3,0,2,0
98,True,14,False,1,14.0,False,True,True,3,0,4,5,0,0,0
99,False,7,False,1,7.0,False,True,False,16,0,5,3,0,2,0
100,False,0,False,13,0.0,True,True,False,1,0,5,3,0,0,1
101,False,2,False,6,2.0,True,True,True,3,0,2,0,0,0,1
102,False,0,False,6,0.0,True,True,False,31,3,5,3,0,0,1
103,False,6,False,0,6.0,False,True,True,6,0,5,0,0,0,0
104,False,3,True,12,3.0,True,True,False,3,0,5,0,2,1,1
105,False,5,True,83,5.0,True,False,False,4,0,3,0,0,0,1
106,False,1,False,11,1.0,True,True,False,32,0,1,1,0,0,0
107,False,0,False,0,0.0,False,True,True,33,0,1,3,2,0,0
108,False,3,True,12,3.0,True,True,True,6,0,5,2,1,0,1
109,False,5,True,47,5.0,True,True,False,6,0,1,3,2,0,1
110,False,1,False,1,1.0,False,True,False,3,10,1,3,0,0,0
111,False,12,False,0,12.0,False,False,False,4,0,2,0,0,0,4
112,False,7,True,4,7.0,True,True,True,10,0,1,3,0,0,3
113,False,4,True,2,5.0,True,True,False,34,0,2,6,0,0,0
114,False,5,True,4,5.0,True,False,True,4,0,0,0,1,0,1
115,False,13,True,0,13.0,True,True,False,35,0,5,1,0,0,0
116,False,1,True,136,1.0,True,True,False,16,3,5,2,1,0,1
117,False,2,False,12,2.0,True,True,True,14,0,2,0,0,0,1
118,True,14,True,0,14.0,True,True,False,36,0,1,0,0,0,0
119,True,2,False,6,2.0,False,True,False,1,0,1,3,0,0,3
120,False,2,False,9,2.0,True,True,False,37,0,4,2,0,0,1
121,True,2,True,12,2.0,True,False,True,29,0,4,4,1,0,1
122,False,5,True,50,5.0,True,True,True,18,0,5,3,1,0,1
123,False,12,True,0,12.0,True,True,False,7,0,5,2,0,0,0
124,False,3,True,1,4.0,True,True,True,1,0,5,2,0,0,0
125,True,3,False,2,3.0,True,True,False,38,0,1,3,0,0,0
126,True,2,False,10,2.0,True,True,False,39,0,5,2,0,0,0
127,True,2,False,2,2.0,False,True,True,32,0,5,2,0,0,0
128,True,2,True,7,2.0,True,True,False,1,0,1,0,0,0,3
129,True,8,True,1,8.0,True,True,True,32,0,4,2,0,0,0
130,True,1,False,12,1.0,True,True,False,6,0,5,0,2,0,0
131,True,2,False,0,2.0,False,True,True,11,0,1,3,0,0,0
132,True,0,False,0,0.0,False,True,True,1,0,5,2,0,2,0
133,False,1,False,4,1.0,True,True,False,7,11,3,0,0,0,1
134,False,2,False,5,2.0,False,True,False,1,0,1,3,1,0,4
135,False,3,False,2,3.0,True,True,False,9,0,4,0,0,0,1
136,False,0,False,13,0.0,True,False,True,4,0,4,0,0,0,3
137,False,0,True,0,0.0,True,False,False,4,0,3,0,1,0,1
138,False,1,True,2,1.0,True,False,False,4,0,3,0,0,0,3
139,False,0,False,26,1.0,True,True,False,6,0,5,2,0,0,1
140,False,2,False,0,2.0,False,True,True,12,0,5,3,0,0,0
141,False,1,True,44,1.0,True,True,False,40,0,2,0,0,0,1
142,False,1,False,20,1.0,True,True,False,6,0,5,2,0,0,1
143,False,0,False,4,0.0,True,True,True,21,0,1,4,0,0,1
144,False,5,True,506,7.0,True,True,True,1,0,1,3,0,0,0
145,False,2,False,34,2.0,True,True,False,1,0,4,2,0,0,1
146,False,1,False,4,1.0,True,True,False,12,0,5,3,0,0,1
147,False,1,True,15,1.0,True,True,True,1,0,4,2,1,0,1
148,False,1,False,8,1.0,True,False,False,4,0,3,0,0,0,1
149,False,3,True,0,3.0,True,True,True,41,12,5,3,0,0,0
150,False,12,False,5,12.0,False,True,False,33,9,1,0,0,3,1
151,False,1,False,37,1.0,True,True,False,12,0,5,3,0,0,1
152,False,2,True,4,2.0,True,True,False,11,0,1,0,0,0,1
153,False,4,True,0,4.0,True,False,True,4,0,4,2,0,0,0
154,False,2,False,11,2.0,True,True,False,13,7,5,2,0,0,1
155,False,9,True,8,9.0,True,False,True,4,0,5,0,1,0,3
156,False,1,False,1,1.0,False,True,True,42,0,3,0,0,1,0
157,False,0,False,5,0.0,True,True,False,1,0,5,3,0,0,1
158,False,6,False,21,7.0,True,True,True,3,0,2,0,0,0,1
159,False,0,False,4,0.0,True,True,False,3,0,2,0,0,0,0
160,False,2,True,17,2.0,True,True,False,1,0,1,3,1,0,1
161,False,1,False,16,1.0,True,True,True,21,0,5,2,0,0,1
162,False,5,False,16,5.0,True,True,False,3,0,2,0,0,0,1
163,False,2,False,4,2.0,True,True,True,12,0,1,3,0,0,1
164,False,2,False,7,2.0,True,True,False,3,0,5,3,0,0,3
165,False,10,True,22,10.0,True,False,False,4,0,5,2,1,0,1
166,False,1,True,0,1.0,True,True,False,16,3,5,3,0,0,0
167,True,8,False,3,8.0,False,True,True,10,0,1,3,0,0,3
168,True,1,False,18,1.0,True,True,False,17,0,1,3,0,0,1
169,False,0,False,1,0.0,True,True,False,12,0,2,0,0,0,0
170,False,1,False,7,1.0,True,True,False,43,3,5,2,0,0,1
171,False,2,True,6,2.0,True,True,False,0,0,0,0,0,0,3
172,False,11,False,4,12.0,False,False,False,4,0,2,0,0,0,4
173,False,3,True,72,3.0,True,True,True,44,6,5,2,1,2,1
174,False,1,True,0,1.0,True,True,False,9,0,4,5,0,0,0
175,True,2,True,8,2.0,True,True,False,1,0,4,2,0,0,1
176,True,2,False,10,2.0,True,True,False,6,0,1,3,0,0,1
177,False,10,True,5,10.0,True,True,True,12,0,5,3,2,3,3
178,False,1,True,25,1.0,True,True,False,6,13,5,2,0,0,1
179,False,2,False,7,2.0,False,True,True,1,0,5,2,0,0,3
180,False,1,False,23,0.0,True,False,False,4,0,4,2,0,0,1
181,False,6,True,0,6.0,True,True,True,22,0,5,3,0,0,1
182,True,7,True,0,7.0,True,True,True,45,0,1,3,0,0,0
183,False,5,True,3,5.0,True,True,True,6,0,5,2,0,0,0
184,True,6,True,24,6.0,True,True,False,26,0,2,0,1,0,1
185,False,5,True,22,5.0,True,True,False,6,0,5,2,1,0,1
186,False,1,False,5,1.0,False,True,True,6,0,5,0,1,2,4
187,False,3,False,4,3.0,False,True,True,3,0,2,0,0,0,3
188,False,4,False,4,4.0,False,True,False,22,0,2,0,2,0,0
189,False,4,True,3,4.0,True,True,False,3,0,1,3,0,0,1
190,False,13,False,0,13.0,False,True,False,3,0,1,3,0,0,0
191,False,1,False,9,1.0,False,True,False,6,14,1,3,0,0,1
192,False,1,True,5,1.0,True,True,False,13,0,5,2,1,0,3
193,False,10,False,1,10.0,True,True,True,6,0,5,2,0,0,0
194,False,1,True,1,1.0,True,True,False,46,0,4,2,0,0,0
195,False,0,False,2,0.0,True,False,True,4,0,2,0,1,0,1
196,True,4,True,4,4.0,True,True,False,6,0,5,0,0,0,1
197,False,1,False,6,0.0,True,True,False,12,0,0,0,0,0,1
198,False,1,True,2,1.0,True,True,False,6,0,1,3,0,0,0
199,False,2,False,1,3.0,False,True,False,1,0,2,0,0,0,0
200,False,4,False,105,4.0,True,True,False,6,0,5,0,0,0,1
201,False,1,False,29,1.0,True,True,True,1,0,1,3,0,0,1
202,True,0,True,83,1.0,True,True,True,47,0,2,0,0,0,3
203,False,1,True,11,1.0,True,True,True,18,0,5,3,2,0,0
204,False,4,True,11,5.0,True,False,False,4,0,3,0,0,0,0
205,False,0,False,0,0.0,True,False,False,4,0,3,0,2,0,0
206,False,2,False,6,2.0,False,False,True,4,0,4,2,0,0,3
207,False,2,True,3,2.0,True,True,False,37,0,1,3,0,0,0
208,False,10,True,3,10.0,True,False,False,4,0,5,2,0,0,0
209,False,11,True,0,11.0,True,True,False,34,0,1,3,0,0,0
210,False,1,False,8,1.0,True,True,True,3,0,1,3,0,0,1
211,False,6,True,24,7.0,True,False,True,4,0,2,0,0,0,1
212,False,6,True,5,6.0,True,False,True,4,0,5,0,2,0,0
213,False,8,True,0,8.0,True,True,True,3,0,0,0,0,0,0
214,False,10,False,9,10.0,False,False,False,4,0,1,3,0,1,4
215,False,5,False,0,5.0,False,True,True,28,0,5,2,0,0,0
216,False,5,True,21,5.0,True,True,False,47,0,2,0,1,0,1
217,False,2,False,3,2.0,False,False,True,4,0,1,0,0,2,4
218,False,2,True,7,2.0,True,True,False,48,0,2,0,0,0,1
219,False,0,False,5,0.0,True,True,True,17,0,3,0,0,0,1
220,False,1,False,5,1.0,True,True,True,49,0,5,3,0,0,1
221,False,1,False,5,1.0,True,False,True,50,0,1,1,0,0,1
222,False,1,False,5,1.0,True,True,False,22,0,5,0,0,0,1
223,False,4,True,1,4.0,True,True,True,6,0,5,0,0,0,0
224,False,1,False,5,0.0,True,False,False,4,0,2,0,0,0,1
225,False,2,True,3,2.0,True,True,True,13,3,1,3,0,0,0
226,False,8,True,6,8.0,True,True,False,6,0,2,0,0,0,1
227,False,2,False,59,2.0,True,True,False,51,0,5,3,0,0,1
228,False,3,False,6,3.0,True,True,True,52,0,1,6,0,0,1
229,False,1,False,9,0.0,False,True,True,1,0,5,2,0,0,3
230,False,0,False,3,0.0,False,True,True,11,0,1,0,0,0,3
231,False,10,True,7,10.0,True,True,True,17,0,5,2,0,0,1
232,False,2,False,5,2.0,True,True,True,22,0,1,3,0,0,1
233,False,2,False,5,2.0,True,True,True,3,0,1,3,0,0,1
234,False,7,False,3,8.0,False,True,True,24,0,5,2,0,0,0
235,False,8,True,2,8.0,True,True,True,7,15,5,2,0,0,0
236,False,1,True,8,1.0,True,True,False,53,0,5,3,0,0,1
237,False,1,False,23,0.0,True,True,False,13,0,5,2,0,0,1
238,True,4,True,0,4.0,True,True,True,6,0,6,0,0,0,0
239,False,1,False,6,1.0,False,True,True,12,0,5,3,0,0,3
240,False,1,False,16,0.0,True,True,False,41,0,5,3,0,0,1
241,False,2,True,4,2.0,True,True,True,1,0,5,3,2,0,0
242,False,4,False,33,4.0,True,False,False,4,0,3,0,0,2,1
243,False,2,True,0,2.0,True,False,False,4,0,4,0,0,0,0
244,False,0,True,0,0.0,True,True,True,13,0,5,2,0,0,0
245,False,1,True,0,1.0,True,True,True,16,0,3,0,0,0,0
246,False,3,False,5,3.0,True,True,True,9,0,5,2,0,0,1
247,False,16,True,0,16.0,True,False,False,50,0,3,0,0,1,0
248,False,2,True,1,2.0,True,False,True,4,0,2,0,0,0,3
249,False,0,False,6,0.0,True,True,True,54,0,5,3,0,0,1
250,False,1,False,7,1.0,True,True,True,6,0,2,0,0,0,1
251,False,1,False,34,0.0,True,False,False,4,0,5,2,0,0,1
252,False,0,False,13,0.0,True,False,True,4,0,5,0,0,0,1
253,False,5,True,6,5.0,True,True,True,17,0,1,3,1,0,1
254,False,1,True,5,1.0,True,False,False,50,0,5,0,0,0,1
255,True,1,False,2,2.0,False,True,True,55,0,4,3,0,0,0
256,False,7,True,3,8.0,True,True,False,6,0,6,0,0,0,0
257,False,8,True,1,8.0,True,True,False,45,0,5,6,0,0,0
258,False,12,True,25,12.0,True,True,True,56,0,2,0,1,0,1
259,False,0,False,6,0.0,True,True,True,41,0,3,0,0,0,1
260,False,0,False,3,0.0,False,False,True,4,0,4,2,0,0,3
261,False,5,True,5,5.0,True,True,True,34,0,1,3,0,0,0
262,False,1,False,93,1.0,True,True,True,12,0,5,3,1,0,3
263,False,2,False,75,2.0,True,True,True,46,1,2,0,2,0,1
264,False,16,True,9,16.0,True,False,False,4,0,0,0,2,0,0
265,False,2,False,177,2.0,True,True,False,17,1,5,0,1,0,3
266,False,2,False,7,2.0,True,True,False,21,0,5,2,0,0,1
267,False,1,True,2,1.0,True,True,True,6,16,5,0,1,0,1
268,False,5,False,2,5.0,False,True,True,1,0,5,0,2,0,0
269,False,0,False,0,0.0,False,False,False,50,0,0,0,1,0,4
270,False,5,True,9,5.0,True,True,True,1,0,0,0,2,0,0
271,False,2,False,1,2.0,False,True,True,7,0,1,0,0,0,0
272,False,1,True,3,1.0,True,True,True,48,0,2,0,0,0,1
273,False,2,False,0,2.0,False,True,False,3,0,1,3,0,0,0
274,False,2,False,3,2.0,False,True,True,6,8,2,0,0,0,1
275,False,2,False,3,2.0,False,False,True,4,0,1,3,0,0,3
276,False,3,True,6,3.0,True,True,True,6,0,1,3,0,0,0
277,False,1,False,1,1.0,False,True,True,1,0,2,0,2,0,0
278,False,14,True,2,14.0,True,True,True,42,0,6,0,0,2,0
279,False,2,False,1,2.0,False,False,False,4,0,2,0,0,0,2
280,False,4,False,19,4.0,True,True,True,12,0,5,3,0,0,1
281,False,0,False,9,0.0,True,True,False,42,0,2,0,0,0,1
282,False,1,False,5,1.0,True,True,False,3,0,2,0,0,0,1
283,False,0,False,5,0.0,True,False,True,4,0,4,0,0,0,1
284,False,1,False,6,1.0,True,True,True,6,0,5,0,0,0,1
285,False,0,False,5,0.0,True,True,True,45,17,1,3,0,0,1
286,False,1,True,0,1.0,True,True,True,45,0,1,3,0,0,0
287,False,3,True,12,3.0,True,True,True,1,0,4,2,0,0,1
288,False,0,True,11,0.0,True,True,False,6,0,2,0,0,0,1
289,False,2,True,9,2.0,True,True,True,41,0,5,3,2,0,0
290,False,0,True,0,0.0,True,True,True,12,0,5,3,1,0,1
291,False,0,False,10,0.0,True,True,False,21,0,5,2,0,0,1
292,False,0,False,6,0.0,False,True,False,6,0,5,2,0,0,3
293,False,3,False,13,3.0,False,True,True,36,8,2,6,0,0,3
294,False,2,True,5,2.0,True,True,True,32,0,1,3,0,0,1
295,False,2,True,0,2.0,True,False,True,50,0,1,1,2,0,0
296,False,0,False,4,0.0,True,True,False,22,0,2,0,0,0,1
297,False,7,True,12,7.0,True,True,True,9,0,2,0,2,0,1
298,False,2,False,12,2.0,True,True,True,47,0,0,0,0,0,1
299,False,3,False,5,3.0,True,True,True,20,13,1,6,0,0,1
300,False,1,False,5,1.0,True,False,False,4,0,3,0,0,0,1
301,False,5,True,4,5.0,True,True,True,42,0,5,3,0,0,1
302,False,6,True,0,6.0,True,True,False,32,0,5,2,0,0,0
303,False,5,True,4,6.0,True,True,False,2,0,5,3,0,0,0
304,False,1,False,6,1.0,True,True,False,32,8,1,3,1,0,1
305,False,1,False,47,1.0,True,True,True,57,0,5,3,0,0,3
306,False,1,False,4,1.0,False,False,True,50,0,5,2,0,0,3
307,False,5,True,0,5.0,True,True,False,33,0,5,2,1,0,1
308,False,5,False,3,5.0,True,True,True,24,11,6,0,0,0,1
309,True,6,True,0,6.0,True,True,True,52,0,1,6,0,0,0
310,False,1,False,8,1.0,False,False,True,4,0,0,0,0,2,3
311,True,0,False,6,0.0,True,True,False,32,0,2,0,0,0,1
312,False,2,False,1,2.0,False,True,True,1,0,5,3,0,0,0
313,False,5,True,0,5.0,True,True,False,45,0,1,1,0,0,0
314,False,0,False,51,1.0,True,True,True,6,0,5,2,0,4,1
315,False,7,True,0,7.0,True,True,False,3,0,3,0,0,0,0
316,False,1,True,2,1.0,True,True,True,12,0,5,0,1,0,1
317,False,2,False,1,2.0,True,False,True,4,0,0,0,1,0,1
318,False,2,False,5,2.0,True,True,False,11,0,1,0,0,0,1
319,False,11,False,1,11.0,False,True,True,58,0,6,0,0,0,0
320,False,5,False,32,5.0,True,True,True,3,0,2,0,0,0,1
321,False,7,True,0,7.0,True,True,False,24,0,4,3,0,0,0
322,False,2,False,0,2.0,False,True,False,11,0,1,0,0,0,3
323,False,2,False,8,2.0,True,True,True,27,0,5,3,0,0,1
324,True,1,True,10,1.0,True,True,True,51,0,5,3,2,0,0
325,False,4,True,10,4.0,True,True,True,1,0,5,0,2,0,0
326,True,0,False,5,0.0,True,True,True,59,0,3,0,0,0,3
327,False,1,False,5,1.0,True,True,True,3,0,1,3,0,0,1
328,False,1,False,0,1.0,False,True,False,47,0,2,0,0,0,0
329,True,6,True,0,6.0,True,True,True,3,0,1,3,0,0,0
330,True,4,True,0,4.0,True,True,False,12,0,5,3,0,0,0
331,True,10,False,2,10.0,False,True,False,3,0,5,0,0,3,3
332,True,2,False,1,2.0,False,True,False,6,0,5,0,0,0,0
333,False,2,True,4,2.0,True,True,False,6,14,3,0,0,0,1
334,False,8,False,1,8.0,False,True,True,1,0,4,2,0,0,0
335,False,12,True,1,12.0,True,True,True,60,0,0,0,0,0,0
336,True,1,False,8,1.0,True,True,True,1,0,1,3,2,0,0
337,False,0,True,3,0.0,True,True,True,6,1,5,2,1,0,1
338,False,1,False,5,1.0,False,False,True,4,0,1,3,0,0,3
339,False,2,False,221,2.0,True,True,True,1,0,2,0,0,0,1
340,True,0,False,4,0.0,True,True,True,12,0,5,3,0,0,1
341,True,9,False,0,9.0,False,True,False,16,0,1,0,0,0,0
342,False,1,False,32,0.0,True,False,False,4,0,3,0,0,0,1
343,False,3,True,127,3.0,True,True,True,12,2,2,0,2,0,1
344,True,5,True,238,6.0,True,True,True,1,0,1,3,0,0,3
345,False,7,False,1,7.0,False,True,False,16,3,5,3,2,0,0
346,False,1,True,2,1.0,True,True,True,41,3,5,2,1,0,1
347,True,5,False,8,5.0,True,True,True,11,0,1,0,0,0,1
348,False,3,False,51,3.0,True,True,True,6,0,5,2,0,0,1
349,True,2,False,7,2.0,False,True,True,12,0,5,3,0,0,3
350,True,1,True,0,1.0,True,True,False,3,0,1,3,1,0,1
351,False,2,False,4,2.0,True,True,True,6,0,5,3,0,0,1
352,False,2,False,1,2.0,False,True,False,11,0,1,3,0,0,0
353,True,2,True,0,2.0,True,True,True,61,0,4,2,0,0,0
354,False,0,False,4,0.0,True,False,True,4,0,4,2,0,0,1
355,True,1,False,4,0.0,True,True,True,45,0,5,3,0,0,1
356,False,2,False,2,2.0,False,True,False,3,0,1,3,0,0,3
357,True,0,False,2,0.0,True,True,False,1,0,1,0,0,0,1
358,False,2,True,30,2.0,True,True,False,62,0,5,0,1,0,1
359,True,0,False,4,0.0,True,True,True,6,0,5,2,0,0,1
360,False,1,False,3,1.0,False,False,False,4,0,2,0,0,0,3
361,True,2,False,2,2.0,False,True,False,10,0,1,3,0,0,0
362,True,7,True,138,7.0,True,True,True,3,0,2,0,1,0,1
363,True,1,False,4,1.0,True,True,False,42,0,1,0,0,0,3
364,False,0,False,7,0.0,True,False,True,4,0,5,2,1,0,1
365,True,3,False,1,3.0,False,True,False,12,0,5,3,0,0,0
366,False,0,False,3,0.0,True,False,False,4,0,4,0,0,0,1
367,False,2,False,13,2.0,True,True,True,30,0,1,3,0,2,1
368,False,3,True,32,3.0,True,True,False,6,0,2,0,1,0,1
369,True,0,False,0,0.0,False,True,True,3,0,1,6,0,1,3
370,True,1,False,1,1.0,False,True,True,6,0,2,0,0,1,3
371,False,3,False,20,3.0,True,True,False,6,0,6,3,0,0,1
372,True,2,False,13,2.0,True,False,True,29,0,5,2,0,5,1
373,False,1,False,0,1.0,False,True,True,25,0,1,1,1,1,3
374,False,2,False,19,2.0,True,True,True,32,0,5,4,0,0,1
375,True,20,True,0,20.0,True,True,True,63,0,5,0,0,0,0
376,False,5,True,14,5.0,True,True,True,6,13,5,2,0,0,3
377,False,2,True,106,2.0,True,True,False,6,0,2,0,1,0,1
378,False,2,False,0,2.0,False,False,False,4,0,5,2,0,2,4
379,True,4,True,3,4.0,True,True,False,64,0,5,0,0,0,3
380,False,1,False,65,2.0,True,True,True,51,0,5,3,0,0,3
381,False,2,True,2,2.0,True,True,True,34,0,3,0,1,0,1
382,False,2,False,2,2.0,True,True,False,41,0,3,0,0,0,0
383,False,6,True,3,6.0,True,True,False,33,0,4,2,0,0,1
384,False,0,False,0,0.0,False,True,True,65,0,1,0,0,0,3
385,False,5,False,42,5.0,True,True,False,13,0,5,2,0,0,1
386,False,1,False,2,1.0,True,True,True,39,0,5,2,0,0,0
387,False,4,True,0,4.0,True,True,True,32,0,5,2,0,0,0
388,False,0,False,0,0.0,False,True,False,1,0,5,2,0,2,4
389,False,3,False,27,3.0,True,True,True,3,0,1,6,0,0,1
390,False,2,False,46,2.0,True,True,True,12,0,2,0,0,0,1
391,True,1,True,14,1.0,True,True,True,6,0,2,0,0,0,1
392,False,2,False,2,2.0,True,True,False,32,0,1,1,0,0,0
393,False,0,False,11,1.0,False,False,True,4,0,5,2,0,0,3
394,False,10,False,7,10.0,False,True,False,21,0,5,0,0,0,3
395,False,1,False,14,1.0,True,True,False,3,0,5,0,0,0,1
396,True,6,False,17,6.0,True,True,True,59,0,3,0,0,0,3
397,False,0,False,5,0.0,True,False,False,4,0,3,0,0,0,1
398,False,2,True,19,2.0,True,True,True,1,0,1,3,0,2,2
399,True,2,False,3,2.0,False,True,True,11,0,1,0,0,0,3
400,False,2,False,2,2.0,False,False,False,4,0,1,3,0,0,3
401,False,4,False,2,4.0,False,False,True,4,0,4,2,0,0,3
402,False,1,True,14,1.0,True,True,True,12,0,5,3,1,0,1
403,False,8,True,26,8.0,True,True,False,12,0,5,3,0,3,1
404,False,0,True,8,0.0,True,True,True,55,0,4,3,1,0,1
405,False,3,True,0,3.0,True,True,False,16,18,5,3,0,0,0
406,False,3,False,8,3.0,False,True,True,32,0,1,0,0,0,4
407,False,2,False,2,2.0,False,True,True,1,0,5,3,0,0,0
