,age_upon_intake,sterilized_upon_intake,age_upon_outcome,sterilized_upon_outcome,is_dog,col2_ec,in_type_ec,in_cond_ec,out_type_ec
0,2,False,2.0,True,True,0,0,0,0
1,2,False,2.0,True,True,0,1,0,1
2,0,False,0.0,False,True,0,0,0,2
3,7,True,7.0,True,True,1,0,0,0
4,0,False,0.0,True,True,0,1,0,1
5,1,False,1.0,True,False,0,0,0,1
6,6,True,6.0,True,True,0,0,0,0
7,1,False,1.0,True,True,2,0,0,1
8,6,True,6.0,True,False,0,1,0,0
9,2,True,2.0,True,True,3,0,0,0
10,2,False,2.0,True,True,3,2,0,0
11,1,False,1.0,True,True,3,0,0,1
12,7,True,7.0,True,True,3,0,0,0
13,5,False,5.0,True,True,0,0,0,3
14,0,True,0.0,True,False,0,2,0,3
15,7,True,7.0,True,True,0,1,1,0
16,3,False,4.0,True,True,3,0,2,1
17,2,False,2.0,True,True,0,0,0,1
18,3,False,4.0,True,True,3,0,0,1
19,5,False,5.0,False,True,3,0,2,4
20,2,False,2.0,False,True,3,0,0,0
21,3,True,3.0,True,True,0,0,0,0
22,5,True,5.0,True,True,3,0,0,0
23,0,True,0.0,True,False,2,1,0,1
24,12,True,12.0,True,True,3,0,0,0
25,0,False,1.0,False,True,0,0,1,3
26,2,False,2.0,True,True,3,0,0,1
27,3,False,3.0,False,False,0,0,2,4
28,5,False,5.0,True,True,4,0,0,1
29,2,True,2.0,True,True,0,1,0,1
30,0,False,0.0,True,True,3,0,0,0
31,0,True,0.0,True,True,2,1,0,1
32,4,True,4.0,True,True,3,0,2,0
33,1,False,2.0,True,True,2,0,0,0
34,1,False,1.0,False,False,2,0,0,3
35,5,True,5.0,True,True,2,0,0,0
36,0,True,0.0,True,True,2,1,0,1
37,1,True,1.0,True,True,0,1,0,1
38,1,False,1.0,True,True,0,0,0,0
39,0,False,0.0,True,True,3,0,0,0
40,1,False,1.0,True,True,3,0,0,1
41,0,False,0.0,True,True,4,0,0,1
42,1,False,1.0,False,True,3,0,0,0
43,5,True,5.0,True,True,3,0,0,0
44,6,False,6.0,True,True,3,0,0,3
45,3,False,3.0,True,True,0,0,0,1
46,1,False,1.0,False,True,3,1,1,3
47,1,True,1.0,True,True,2,1,0,3
48,11,False,11.0,True,True,0,0,0,0
49,8,True,8.0,True,False,0,2,0,0
50,0,False,0.0,True,True,0,0,0,1
51,1,False,1.0,False,False,0,0,1,4
52,15,False,15.0,False,True,5,0,3,0
53,13,True,13.0,True,True,2,0,0,0
54,1,False,1.0,True,True,1,0,0,1
55,2,False,2.0,True,True,2,0,0,1
56,0,True,0.0,True,True,0,2,0,0
57,0,False,1.0,True,True,0,0,0,0
58,2,True,2.0,True,True,2,0,0,1
59,2,False,2.0,True,True,3,0,0,1
60,2,False,2.0,True,True,3,0,0,1
61,3,False,4.0,False,True,0,0,0,0
62,17,True,17.0,True,True,2,0,3,0
63,1,False,0.0,True,False,0,0,0,1
64,0,False,0.0,False,True,3,0,2,3
65,14,True,14.0,True,True,0,0,0,0
66,2,False,2.0,True,True,2,0,0,0
67,0,False,0.0,True,False,0,0,0,1
68,1,False,1.0,True,True,0,2,0,0
69,2,False,2.0,True,True,3,0,0,1
70,12,False,13.0,True,True,0,0,3,0
71,3,True,3.0,True,True,3,0,0,1
72,7,True,7.0,True,True,0,0,0,0
73,12,False,12.0,False,True,0,0,0,4
74,6,False,6.0,True,True,3,0,0,0
75,3,False,3.0,True,True,0,0,0,1
76,1,False,1.0,True,True,0,2,0,1
77,1,False,1.0,True,False,0,0,0,1
78,0,False,0.0,True,True,3,0,0,1
79,12,True,12.0,True,True,3,0,0,0
80,6,True,6.0,True,False,0,0,0,1
81,4,True,4.0,True,False,0,0,1,4
82,5,True,5.0,True,True,3,0,0,0
83,2,True,2.0,True,True,2,0,0,0
84,0,False,0.0,False,True,0,0,0,0
85,11,True,11.0,True,True,0,0,3,0
86,0,False,0.0,True,True,0,0,0,1
87,2,False,2.0,True,True,1,0,0,1
88,0,True,0.0,True,True,0,0,0,0
89,8,True,8.0,True,True,0,0,0,1
90,4,True,4.0,True,False,0,1,0,3
91,5,True,5.0,True,True,3,0,0,0
92,0,True,0.0,True,True,2,0,0,0
93,2,True,2.0,True,True,3,1,0,1
94,12,True,12.0,True,True,0,0,3,0
95,1,False,1.0,True,True,0,0,0,1
96,4,True,4.0,True,True,0,2,0,0
97,3,True,3.0,True,True,3,0,2,0
98,14,False,14.0,False,True,5,0,0,0
99,7,False,7.0,False,True,3,0,2,0
100,0,False,0.0,True,True,3,0,0,1
101,2,False,2.0,True,True,0,0,0,1
102,0,False,0.0,True,True,3,0,0,1
103,6,False,6.0,False,True,0,0,0,0
104,3,True,3.0,True,True,0,2,1,1
105,5,True,5.0,True,False,0,0,0,1
106,1,False,1.0,True,True,1,0,0,0
107,0,False,0.0,False,True,3,2,0,0
108,3,True,3.0,True,True,2,1,0,1
109,5,True,5.0,True,True,3,2,0,1
110,1,False,1.0,False,True,3,0,0,0
111,12,False,12.0,False,False,0,0,0,4
112,7,True,7.0,True,True,3,0,0,3
113,4,True,5.0,True,True,6,0,0,0
114,5,True,5.0,True,False,0,1,0,1
115,13,True,13.0,True,True,1,0,0,0
116,1,True,1.0,True,True,2,1,0,1
117,2,False,2.0,True,True,0,0,0,1
118,14,True,14.0,True,True,0,0,0,0
119,2,False,2.0,False,True,3,0,0,3
120,2,False,2.0,True,True,2,0,0,1
121,2,True,2.0,True,False,4,1,0,1
122,5,True,5.0,True,True,3,1,0,1
123,12,True,12.0,True,True,2,0,0,0
124,3,True,4.0,True,True,2,0,0,0
125,3,False,3.0,True,True,3,0,0,0
126,2,False,2.0,True,True,2,0,0,0
127,2,False,2.0,False,True,2,0,0,0
128,2,True,2.0,True,True,0,0,0,3
129,8,True,8.0,True,True,2,0,0,0
130,1,False,1.0,True,True,0,2,0,0
131,2,False,2.0,False,True,3,0,0,0
132,0,False,0.0,False,True,2,0,2,0
133,1,False,1.0,True,True,0,0,0,1
134,2,False,2.0,False,True,3,1,0,4
135,3,False,3.0,True,True,0,0,0,1
136,0,False,0.0,True,False,0,0,0,3
137,0,True,0.0,True,False,0,1,0,1
138,1,True,1.0,True,False,0,0,0,3
139,0,False,1.0,True,True,2,0,0,1
140,2,False,2.0,False,True,3,0,0,0
141,1,True,1.0,True,True,0,0,0,1
142,1,False,1.0,True,True,2,0,0,1
143,0,False,0.0,True,True,4,0,0,1
144,5,True,7.0,True,True,3,0,0,0
145,2,False,2.0,True,True,2,0,0,1
146,1,False,1.0,True,True,3,0,0,1
147,1,True,1.0,True,True,2,1,0,1
148,1,False,1.0,True,False,0,0,0,1
149,3,True,3.0,True,True,3,0,0,0
150,12,False,12.0,False,True,0,0,3,1
151,1,False,1.0,True,True,3,0,0,1
152,2,True,2.0,True,True,0,0,0,1
153,4,True,4.0,True,False,2,0,0,0
154,2,False,2.0,True,True,2,0,0,1
155,9,True,9.0,True,False,0,1,0,3
156,1,False,1.0,False,True,0,0,1,0
157,0,False,0.0,True,True,3,0,0,1
158,6,False,7.0,True,True,0,0,0,1
159,0,False,0.0,True,True,0,0,0,0
160,2,True,2.0,True,True,3,1,0,1
161,1,False,1.0,True,True,2,0,0,1
162,5,False,5.0,True,True,0,0,0,1
163,2,False,2.0,True,True,3,0,0,1
164,2,False,2.0,True,True,3,0,0,3
165,10,True,10.0,True,False,2,1,0,1
166,1,True,1.0,True,True,3,0,0,0
167,8,False,8.0,False,True,3,0,0,3
168,1,False,1.0,True,True,3,0,0,1
169,0,False,0.0,True,True,0,0,0,0
170,1,False,1.0,True,True,2,0,0,1
171,2,True,2.0,True,True,0,0,0,3
172,11,False,12.0,False,False,0,0,0,4
173,3,True,3.0,True,True,2,1,2,1
174,1,True,1.0,True,True,5,0,0,0
175,2,True,2.0,True,True,2,0,0,1
176,2,False,2.0,True,True,3,0,0,1
177,10,True,10.0,True,True,3,2,3,3
178,1,True,1.0,True,True,2,0,0,1
179,2,False,2.0,False,True,2,0,0,3
180,1,False,0.0,True,False,2,0,0,1
181,6,True,6.0,True,True,3,0,0,1
182,7,True,7.0,True,True,3,0,0,0
183,5,True,5.0,True,True,2,0,0,0
184,6,True,6.0,True,True,0,1,0,1
185,5,True,5.0,True,True,2,1,0,1
186,1,False,1.0,False,True,0,1,2,4
187,3,False,3.0,False,True,0,0,0,3
188,4,False,4.0,False,True,0,2,0,0
189,4,True,4.0,True,True,3,0,0,1
190,13,False,13.0,False,True,3,0,0,0
191,1,False,1.0,False,True,3,0,0,1
192,1,True,1.0,True,True,2,1,0,3
193,10,False,10.0,True,True,2,0,0,0
194,1,True,1.0,True,True,2,0,0,0
195,0,False,0.0,True,False,0,1,0,1
196,4,True,4.0,True,True,0,0,0,1
197,1,False,0.0,True,True,0,0,0,1
198,1,True,1.0,True,True,3,0,0,0
199,2,False,3.0,False,True,0,0,0,0
200,4,False,4.0,True,True,0,0,0,1
201,1,False,1.0,True,True,3,0,0,1
202,0,True,1.0,True,True,0,0,0,3
203,1,True,1.0,True,True,3,2,0,0
204,4,True,5.0,True,False,0,0,0,0
205,0,False,0.0,True,False,0,2,0,0
206,2,False,2.0,False,False,2,0,0,3
207,2,True,2.0,True,True,3,0,0,0
208,10,True,10.0,True,False,2,0,0,0
209,11,True,11.0,True,True,3,0,0,0
210,1,False,1.0,True,True,3,0,0,1
211,6,True,7.0,True,False,0,0,0,1
212,6,True,6.0,True,False,0,2,0,0
213,8,True,8.0,True,True,0,0,0,0
214,10,False,10.0,False,False,3,0,1,4
215,5,False,5.0,False,True,2,0,0,0
216,5,True,5.0,True,True,0,1,0,1
217,2,False,2.0,False,False,0,0,2,4
218,2,True,2.0,True,True,0,0,0,1
219,0,False,0.0,True,True,0,0,0,1
220,1,False,1.0,True,True,3,0,0,1
221,1,False,1.0,True,False,1,0,0,1
222,1,False,1.0,True,True,0,0,0,1
223,4,True,4.0,True,True,0,0,0,0
224,1,False,0.0,True,False,0,0,0,1
225,2,True,2.0,True,True,3,0,0,0
226,8,True,8.0,True,True,0,0,0,1
227,2,False,2.0,True,True,3,0,0,1
228,3,False,3.0,True,True,6,0,0,1
229,1,False,0.0,False,True,2,0,0,3
230,0,False,0.0,False,True,0,0,0,3
231,10,True,10.0,True,True,2,0,0,1
232,2,False,2.0,True,True,3,0,0,1
233,2,False,2.0,True,True,3,0,0,1
234,7,False,8.0,False,True,2,0,0,0
235,8,True,8.0,True,True,2,0,0,0
236,1,True,1.0,True,True,3,0,0,1
237,1,False,0.0,True,True,2,0,0,1
238,4,True,4.0,True,True,0,0,0,0
239,1,False,1.0,False,True,3,0,0,3
240,1,False,0.0,True,True,3,0,0,1
241,2,True,2.0,True,True,3,2,0,0
242,4,False,4.0,True,False,0,0,2,1
243,2,True,2.0,True,False,0,0,0,0
244,0,True,0.0,True,True,2,0,0,0
245,1,True,1.0,True,True,0,0,0,0
246,3,False,3.0,True,True,2,0,0,1
247,16,True,16.0,True,False,0,0,1,0
248,2,True,2.0,True,False,0,0,0,3
249,0,False,0.0,True,True,3,0,0,1
250,1,False,1.0,True,True,0,0,0,1
251,1,False,0.0,True,False,2,0,0,1
252,0,False,0.0,True,False,0,0,0,1
253,5,True,5.0,True,True,3,1,0,1
254,1,True,1.0,True,False,0,0,0,1
255,1,False,2.0,False,True,3,0,0,0
256,7,True,8.0,True,True,0,0,0,0
257,8,True,8.0,True,True,6,0,0,0
258,12,True,12.0,True,True,0,1,0,1
259,0,False,0.0,True,True,0,0,0,1
260,0,False,0.0,False,False,2,0,0,3
261,5,True,5.0,True,True,3,0,0,0
262,1,False,1.0,True,True,3,1,0,3
263,2,False,2.0,True,True,0,2,0,1
264,16,True,16.0,True,False,0,2,0,0
265,2,False,2.0,True,True,0,1,0,3
266,2,False,2.0,True,True,2,0,0,1
267,1,True,1.0,True,True,0,1,0,1
268,5,False,5.0,False,True,0,2,0,0
269,0,False,0.0,False,False,0,1,0,4
270,5,True,5.0,True,True,0,2,0,0
271,2,False,2.0,False,True,0,0,0,0
272,1,True,1.0,True,True,0,0,0,1
273,2,False,2.0,False,True,3,0,0,0
274,2,False,2.0,False,True,0,0,0,1
275,2,False,2.0,False,False,3,0,0,3
276,3,True,3.0,True,True,3,0,0,0
277,1,False,1.0,False,True,0,2,0,0
278,14,True,14.0,True,True,0,0,2,0
279,2,False,2.0,False,False,0,0,0,2
280,4,False,4.0,True,True,3,0,0,1
281,0,False,0.0,True,True,0,0,0,1
282,1,False,1.0,True,True,0,0,0,1
283,0,False,0.0,True,False,0,0,0,1
284,1,False,1.0,True,True,0,0,0,1
285,0,False,0.0,True,True,3,0,0,1
286,1,True,1.0,True,True,3,0,0,0
287,3,True,3.0,True,True,2,0,0,1
288,0,True,0.0,True,True,0,0,0,1
289,2,True,2.0,True,True,3,2,0,0
290,0,True,0.0,True,True,3,1,0,1
291,0,False,0.0,True,True,2,0,0,1
292,0,False,0.0,False,True,2,0,0,3
293,3,False,3.0,False,True,6,0,0,3
294,2,True,2.0,True,True,3,0,0,1
295,2,True,2.0,True,False,1,2,0,0
296,0,False,0.0,True,True,0,0,0,1
297,7,True,7.0,True,True,0,2,0,1
298,2,False,2.0,True,True,0,0,0,1
299,3,False,3.0,True,True,6,0,0,1
300,1,False,1.0,True,False,0,0,0,1
301,5,True,5.0,True,True,3,0,0,1
302,6,True,6.0,True,True,2,0,0,0
303,5,True,6.0,True,True,3,0,0,0
304,1,False,1.0,True,True,3,1,0,1
305,1,False,1.0,True,True,3,0,0,3
306,1,False,1.0,False,False,2,0,0,3
307,5,True,5.0,True,True,2,1,0,1
308,5,False,5.0,True,True,0,0,0,1
309,6,True,6.0,True,True,6,0,0,0
310,1,False,1.0,False,False,0,0,2,3
311,0,False,0.0,True,True,0,0,0,1
312,2,False,2.0,False,True,3,0,0,0
313,5,True,5.0,True,True,1,0,0,0
314,0,False,1.0,True,True,2,0,4,1
315,7,True,7.0,True,True,0,0,0,0
316,1,True,1.0,True,True,0,1,0,1
317,2,False,2.0,True,False,0,1,0,1
318,2,False,2.0,True,True,0,0,0,1
319,11,False,11.0,False,True,0,0,0,0
320,5,False,5.0,True,True,0,0,0,1
321,7,True,7.0,True,True,3,0,0,0
322,2,False,2.0,False,True,0,0,0,3
323,2,False,2.0,True,True,3,0,0,1
324,1,True,1.0,True,True,3,2,0,0
325,4,True,4.0,True,True,0,2,0,0
326,0,False,0.0,True,True,0,0,0,3
327,1,False,1.0,True,True,3,0,0,1
328,1,False,1.0,False,True,0,0,0,0
329,6,True,6.0,True,True,3,0,0,0
330,4,True,4.0,True,True,3,0,0,0
331,10,False,10.0,False,True,0,0,3,3
332,2,False,2.0,False,True,0,0,0,0
333,2,True,2.0,True,True,0,0,0,1
334,8,False,8.0,False,True,2,0,0,0
335,12,True,12.0,True,True,0,0,0,0
336,1,False,1.0,True,True,3,2,0,0
337,0,True,0.0,True,True,2,1,0,1
338,1,False,1.0,False,False,3,0,0,3
339,2,False,2.0,True,True,0,0,0,1
340,0,False,0.0,True,True,3,0,0,1
341,9,False,9.0,False,True,0,0,0,0
342,1,False,0.0,True,False,0,0,0,1
343,3,True,3.0,True,True,0,2,0,1
344,5,True,6.0,True,True,3,0,0,3
345,7,False,7.0,False,True,3,2,0,0
346,1,True,1.0,True,True,2,1,0,1
347,5,False,5.0,True,True,0,0,0,1
348,3,False,3.0,True,True,2,0,0,1
349,2,False,2.0,False,True,3,0,0,3
350,1,True,1.0,True,True,3,1,0,1
351,2,False,2.0,True,True,3,0,0,1
352,2,False,2.0,False,True,3,0,0,0
353,2,True,2.0,True,True,2,0,0,0
354,0,False,0.0,True,False,2,0,0,1
355,1,False,0.0,True,True,3,0,0,1
356,2,False,2.0,False,True,3,0,0,3
357,0,False,0.0,True,True,0,0,0,1
358,2,True,2.0,True,True,0,1,0,1
359,0,False,0.0,True,True,2,0,0,1
360,1,False,1.0,False,False,0,0,0,3
361,2,False,2.0,False,True,3,0,0,0
362,7,True,7.0,True,True,0,1,0,1
363,1,False,1.0,True,True,0,0,0,3
364,0,False,0.0,True,False,2,1,0,1
365,3,False,3.0,False,True,3,0,0,0
366,0,False,0.0,True,False,0,0,0,1
367,2,False,2.0,True,True,3,0,2,1
368,3,True,3.0,True,True,0,1,0,1
369,0,False,0.0,False,True,6,0,1,3
370,1,False,1.0,False,True,0,0,1,3
371,3,False,3.0,True,True,3,0,0,1
372,2,False,2.0,True,False,2,0,5,1
373,1,False,1.0,False,True,1,1,1,3
374,2,False,2.0,True,True,4,0,0,1
375,20,True,20.0,True,True,0,0,0,0
376,5,True,5.0,True,True,2,0,0,3
377,2,True,2.0,True,True,0,1,0,1
378,2,False,2.0,False,False,2,0,2,4
379,4,True,4.0,True,True,0,0,0,3
380,1,False,2.0,True,True,3,0,0,3
381,2,True,2.0,True,True,0,1,0,1
382,2,False,2.0,True,True,0,0,0,0
383,6,True,6.0,True,True,2,0,0,1
384,0,False,0.0,False,True,0,0,0,3
385,5,False,5.0,True,True,2,0,0,1
386,1,False,1.0,True,True,2,0,0,0
387,4,True,4.0,True,True,2,0,0,0
388,0,False,0.0,False,True,2,0,2,4
389,3,False,3.0,True,True,6,0,0,1
390,2,False,2.0,True,True,0,0,0,1
391,1,True,1.0,True,True,0,0,0,1
392,2,False,2.0,True,True,1,0,0,0
393,0,False,1.0,False,False,2,0,0,3
394,10,False,10.0,False,True,0,0,0,3
395,1,False,1.0,True,True,0,0,0,1
396,6,False,6.0,True,True,0,0,0,3
397,0,False,0.0,True,False,0,0,0,1
398,2,True,2.0,True,True,3,0,2,2
399,2,False,2.0,False,True,0,0,0,3
400,2,False,2.0,False,False,3,0,0,3
401,4,False,4.0,False,False,2,0,0,3
402,1,True,1.0,True,True,3,1,0,1
403,8,True,8.0,True,True,3,0,3,1
404,0,True,0.0,True,True,3,1,0,1
405,3,True,3.0,True,True,3,0,0,0
406,3,False,3.0,False,True,0,0,0,4
407,2,False,2.0,False,True,3,0,0,0
408,14,True,14.0,True,False,3,1,0,1
409,4,True,4.0,True,False,0,1,0,3
410,9,True,9.0,True,True,1,1,0,3
411,3,False,3.0,True,True,0,0,0,0
412,0,False,0.0,True,False,0,0,0,1
413,2,False,2.0,True,True,0,0,0,1
414,1,False,1.0,False,True,3,0,0,0
415,5,True,5.0,True,True,0,1,2,3
416,0,False,0.0,False,False,2,0,0,3
417,2,True,2.0,True,False,3,1,0,0
418,7,True,7.0,True,False,2,0,0,1
419,1,False,0.0,True,True,0,0,0,1
420,16,True,16.0,True,True,3,0,0,0
421,4,True,4.0,True,True,0,0,0,1
422,3,True,3.0,True,True,0,1,0,1
423,5,True,5.0,True,True,3,1,0,1
424,4,True,4.0,True,True,3,1,0,3
425,6,False,6.0,True,True,0,0,0,1
426,2,True,2.0,True,True,2,0,0,3
427,1,False,1.0,False,False,2,0,0,3
428,6,True,6.0,True,True,0,0,1,3
429,0,False,0.0,True,True,2,0,0,1
430,1,True,1.0,True,False,0,1,0,3
431,1,False,1.0,True,False,0,0,0,3
432,1,False,1.0,True,False,0,0,0,1
433,4,True,4.0,True,True,0,0,0,0
434,2,False,2.0,False,True,2,2,0,3
435,0,False,0.0,False,True,0,0,0,3
436,2,True,2.0,True,False,0,1,0,3
437,1,True,1.0,True,False,3,0,0,3
438,0,False,0.0,True,False,0,0,0,1
439,11,True,11.0,True,True,3,0,0,0
440,10,True,10.0,True,True,3,1,0,0
441,1,True,1.0,True,False,0,0,2,4
442,0,True,1.0,True,True,2,1,0,1
443,5,False,6.0,False,True,3,0,1,3
444,5,False,5.0,True,True,5,0,0,1
445,0,False,0.0,False,False,0,0,0,3
446,2,False,2.0,True,True,4,0,0,1
447,10,True,11.0,True,True,0,0,0,0
448,4,True,4.0,True,True,3,0,0,1
449,4,False,4.0,True,True,0,0,0,3
450,1,False,1.0,True,True,0,0,0,1
451,2,True,2.0,True,True,3,2,0,0
452,0,False,0.0,True,True,0,0,0,1
453,1,True,1.0,True,True,2,2,0,0
454,7,False,7.0,False,True,3,1,0,3
455,0,False,0.0,False,True,3,0,0,0
456,1,False,1.0,True,False,2,0,0,3
457,0,False,0.0,True,True,2,0,0,1
458,9,True,9.0,True,True,0,1,0,1
459,2,False,2.0,False,True,3,0,0,2
460,0,True,0.0,True,True,2,0,0,1
461,8,True,8.0,True,True,0,2,0,0
462,1,False,1.0,True,True,3,0,0,1
463,2,False,2.0,False,True,3,0,0,0
464,11,False,12.0,True,True,4,0,2,1
465,1,False,1.0,False,True,0,0,0,0
466,2,True,2.0,True,True,2,2,0,0
467,2,False,2.0,True,True,0,0,6,1
468,2,False,2.0,True,True,0,0,0,1
469,0,False,0.0,True,False,2,1,0,1
470,1,True,1.0,True,True,2,0,0,1
471,8,False,8.0,False,True,3,0,2,3
472,1,True,1.0,True,False,0,0,0,1
473,0,True,0.0,True,True,3,0,2,1
474,6,True,6.0,True,True,3,0,0,3
475,1,False,1.0,True,False,2,0,2,1
476,4,True,4.0,True,True,3,0,0,1
477,1,False,1.0,True,True,0,0,2,1
478,6,True,6.0,True,True,0,0,2,3
479,0,False,0.0,True,True,0,2,0,1
480,1,False,1.0,True,True,0,0,0,1
481,4,True,4.0,True,True,3,0,0,0
482,2,False,2.0,True,True,0,0,0,1
483,1,False,0.0,True,True,0,0,0,1
484,1,False,1.0,False,True,2,0,0,0
485,10,False,10.0,True,True,0,0,0,1
486,2,False,2.0,True,True,0,0,0,0
487,1,False,1.0,True,True,3,0,0,1
488,14,False,14.0,False,True,3,0,1,4
489,1,True,1.0,True,True,0,0,0,1
490,2,False,2.0,True,True,0,0,0,1
491,2,True,2.0,True,True,3,0,0,0
492,0,False,0.0,True,True,2,0,0,1
493,2,False,2.0,True,True,3,0,0,1
494,3,False,3.0,True,True,0,0,0,1
495,0,False,0.0,True,True,3,0,0,1
496,0,False,0.0,True,True,0,0,0,1
497,2,True,2.0,True,False,0,0,0,1
498,2,True,2.0,True,True,2,0,0,0
499,1,False,1.0,False,False,2,0,2,4
500,2,False,2.0,True,True,3,0,0,1
501,2,True,2.0,True,True,3,1,0,1
502,1,False,1.0,True,True,3,0,2,1
503,2,True,2.0,True,True,3,1,0,1
504,11,True,11.0,True,True,0,0,0,0
505,1,False,1.0,True,True,0,0,0,1
506,1,True,1.0,True,False,4,1,0,0
507,12,False,12.0,False,True,3,0,0,3
508,4,True,4.0,True,False,0,1,0,1
509,1,False,1.0,True,True,0,0,0,1
510,2,False,2.0,True,True,0,2,0,0
511,1,False,1.0,False,True,2,0,0,0
512,1,True,3.0,True,False,1,1,0,1
513,3,True,3.0,True,True,0,1,0,1
514,2,False,2.0,True,True,1,0,0,1
515,11,True,11.0,True,False,0,1,0,1
516,6,True,6.0,True,True,3,0,0,0
517,8,False,8.0,True,False,3,1,0,1
518,0,False,0.0,True,True,3,0,0,1
519,2,False,2.0,False,True,3,0,0,0
520,0,False,0.0,True,True,1,0,0,1
521,2,False,2.0,True,True,0,0,0,1
522,0,False,0.0,False,False,0,0,0,0
523,8,True,8.0,True,True,3,0,0,0
524,2,True,2.0,True,True,0,0,0,3
525,3,True,3.0,True,False,3,1,0,1
526,0,True,0.0,True,True,3,1,0,1
527,2,False,2.0,False,True,2,0,0,3
528,0,False,0.0,True,True,0,0,0,1
529,1,True,1.0,True,True,2,1,0,1
530,8,True,8.0,True,False,4,0,0,3
531,3,True,3.0,True,True,1,1,0,1
532,2,False,2.0,False,True,0,0,0,3
533,2,False,2.0,True,True,0,0,0,1
534,2,True,2.0,True,True,3,0,0,0
535,4,True,4.0,True,True,2,0,0,0
536,2,False,2.0,True,True,3,0,0,3
537,0,False,0.0,True,True,3,0,0,1
538,2,True,2.0,True,False,0,1,0,3
539,0,True,0.0,True,True,2,0,0,1
540,1,False,0.0,True,False,2,0,0,1
541,0,False,0.0,True,True,2,0,0,1
542,16,True,16.0,True,True,3,0,0,0
543,2,True,2.0,True,False,0,1,0,1
544,0,False,0.0,True,True,3,0,0,1
545,2,False,2.0,True,True,3,0,0,0
546,13,True,13.0,True,True,0,0,0,0
547,1,False,1.0,True,True,0,0,0,1
548,1,True,1.0,True,True,3,1,0,1
549,10,True,10.0,True,False,0,1,0,1
550,13,True,13.0,True,True,0,0,0,4
551,2,False,2.0,True,False,2,0,0,1
552,5,True,5.0,True,True,2,0,0,1
553,0,False,0.0,True,True,3,1,0,1
554,1,False,1.0,True,True,2,0,0,3
555,7,True,7.0,True,True,3,0,0,1
556,3,False,3.0,False,True,0,0,2,0
557,2,False,2.0,False,True,3,0,2,1
558,3,True,3.0,True,True,0,2,0,4
559,2,True,2.0,True,False,2,1,0,3
560,0,True,0.0,True,False,3,1,0,1
561,1,False,1.0,False,False,1,0,0,3
562,5,False,5.0,False,True,3,0,0,0
563,4,False,4.0,False,True,1,0,0,0
564,2,True,2.0,True,True,0,1,0,1
565,6,False,6.0,False,False,0,0,0,3
566,15,True,15.0,True,False,0,0,0,3
567,3,False,3.0,False,True,2,0,0,0
568,2,True,3.0,True,False,2,0,0,1
569,4,False,4.0,False,True,0,0,0,0
570,0,False,0.0,False,True,3,0,1,3
571,2,False,2.0,True,True,0,0,0,3
572,1,False,1.0,False,True,3,0,0,0
573,1,False,1.0,True,True,3,0,0,1
574,0,False,0.0,True,True,2,0,0,1
575,1,False,1.0,False,True,0,0,0,0
576,3,False,3.0,True,True,6,0,0,1
577,2,True,2.0,True,True,0,0,0,1
578,7,False,7.0,False,True,3,1,0,3
579,0,False,0.0,True,True,3,0,0,1
580,13,True,13.0,True,False,0,0,1,0
581,2,False,2.0,True,True,0,0,0,1
582,7,True,7.0,True,True,3,0,2,0
583,2,True,2.0,True,False,0,0,0,1
584,7,True,7.0,True,True,0,0,0,0
585,8,True,8.0,True,False,3,1,0,3
586,8,True,8.0,True,True,3,0,0,1
587,0,False,0.0,False,True,3,2,0,0
588,0,False,0.0,True,True,3,0,0,1
589,2,False,2.0,True,True,3,1,0,1
590,10,True,10.0,True,True,0,0,0,0
591,7,True,7.0,True,True,3,1,0,1
592,1,True,1.0,True,True,3,0,0,0
593,1,False,1.0,True,True,0,0,0,1
594,12,False,12.0,False,True,0,0,0,0
595,2,False,2.0,False,True,0,0,0,4
596,11,False,12.0,False,True,0,0,0,3
597,0,False,0.0,True,True,2,0,0,1
598,7,False,7.0,True,True,0,0,0,0
599,1,True,1.0,True,True,3,1,0,1
600,0,False,0.0,True,True,0,0,0,1
601,2,True,2.0,True,True,1,0,0,1
602,2,False,2.0,False,True,2,0,0,3
603,1,True,1.0,True,False,0,0,0,1
604,1,False,1.0,True,False,0,0,0,1
605,0,False,0.0,False,True,3,0,0,3
606,5,True,5.0,True,True,3,1,0,1
607,0,False,0.0,True,True,0,0,0,1
608,1,False,1.0,False,True,0,0,0,1
609,3,False,3.0,True,True,3,1,0,1
610,1,False,0.0,True,True,3,0,0,1
611,0,False,0.0,False,False,0,0,0,3
612,1,True,1.0,True,True,3,1,0,1
613,0,False,0.0,True,True,0,0,0,3
614,0,False,0.0,False,False,4,1,0,3
615,0,False,0.0,True,False,3,0,0,1
616,1,False,1.0,True,True,3,0,0,0
617,6,True,6.0,True,True,0,2,0,3
618,6,False,6.0,True,True,6,1,0,1
619,2,False,2.0,True,True,3,0,0,4
620,0,False,0.0,True,False,2,0,0,1
621,1,False,1.0,True,True,3,0,0,1
622,1,False,1.0,True,True,3,0,0,1
623,1,True,1.0,True,True,1,0,0,1
624,2,True,2.0,True,True,3,0,0,0
625,1,False,0.0,True,True,2,0,0,0
626,3,False,3.0,True,True,0,0,0,0
627,12,False,12.0,False,True,0,0,1,3
628,0,False,1.0,True,True,0,0,0,1
629,0,False,0.0,True,True,3,0,0,1
630,5,True,5.0,True,True,0,0,0,0
631,5,False,5.0,True,True,3,1,0,1
632,1,False,1.0,True,True,3,0,0,1
